quality,acidity,alcohol,chlorides,density,sugar,sulfates,type
6,0.19,9.2,0.045,0.9986,14.5,0.5,white
6,0.19,9.2,0.045,0.9986,14.5,0.5,white
6,0.19,9.2,0.045,0.9986,14.5,0.5,white
5,0.32,13,0.03,0.98923,1.5,0.42,white
7,0.19,9.3,0.047,1.00014,18.75,0.5,white
8,0.26,12.6,0.03,0.99026,3.6,0.62,white
6,0.24,9.6,0.035,0.99358,1.4,0.44,white
3,0.215,8,0.041,0.99688,5.1,0.44,white
6,0.24,11.8,0.03,0.99407,10.5,0.42,white
6,0.23,10.2,0.043,0.99226,2,0.39,white
6,0.33,12.7,0.051,0.99097,2.6,0.53,white
5,0.38,9.4,0.061,0.9976,9.2,0.56,white
5,0.15,10.2,0.044,0.99166,1.8,0.38,white
7,0.32,12,0.044,0.99184,5.7,0.6,white
7,0.22,11.3,0.045,0.99135,2.4,0.6,white
7,0.23,11.8,0.038,0.99074,1.9,0.53,white
5,0.22,10.9,0.039,0.99193,1.4,0.59,white
4,0.48,9.8,0.043,0.99226,0.9,0.47,white
8,0.23,12.2,0.06,0.99142,4.6,0.49,white
7,0.16,11.1,0.057,0.99091,1.4,0.44,white
5,0.38,9.4,0.061,0.9976,9.2,0.56,white
6,0.16,11.4,0.065,0.99134,1.4,0.47,white
5,0.15,10.2,0.044,0.99166,1.8,0.38,white
6,0.32,12.8,0.051,0.98964,2.3,0.52,white
7,0.12,10.1,0.039,0.99229,2.3,0.67,white
6,0.2,9.4,0.184,0.99396,4.4,0.45,white
6,0.34,12.2,0.035,0.99148,6.4,0.23,white
7,0.21,10.9,0.046,0.9913,2.9,0.65,white
7,0.23,10.9,0.047,0.99126,2.8,0.64,white
7,0.21,10.9,0.046,0.9913,2.9,0.65,white
6,0.2,9.4,0.184,0.99396,4.4,0.45,white
5,0.28,9.4,0.044,0.99562,8.2,0.48,white
5,0.25,11.4,0.043,0.99128,1,0.38,white
8,0.12,12.9,0.044,0.98896,2.9,0.32,white
5,0.28,9.4,0.046,0.99558,7,0.48,white
7,0.17,12,0.04,0.98961,1.8,0.57,white
6,0.25,10.1,0.043,0.99338,1.5,0.56,white
5,0.28,9.4,0.046,0.99558,7,0.48,white
5,0.28,9.4,0.044,0.99562,8.2,0.48,white
5,0.25,9.2,0.047,0.99572,7.6,0.45,white
6,0.24,11.8,0.039,0.99056,2.3,0.44,white
7,0.32,12.3,0.029,0.99146,8.7,0.34,white
5,0.25,11.4,0.043,0.99128,1,0.38,white
8,0.12,12.9,0.044,0.98896,2.9,0.32,white
6,0.24,12.3,0.032,0.99172,6.7,0.32,white
7,0.22,13.5,0.032,0.99012,5,0.36,white
7,0.32,12.8,0.033,0.98912,1.9,0.42,white
7,0.19,12.8,0.022,0.98902,2,0.54,white
7,0.32,12.8,0.033,0.98912,1.9,0.42,white
3,0.24,11,0.037,0.99395,8.5,0.38,white
6,0.35,10.6,0.039,0.99539,12.6,0.43,white
7,0.46,12.4,0.039,0.99129,5.2,0.44,white
7,0.3,12.9,0.048,0.98956,2.1,0.46,white
7,0.19,11.1,0.047,0.9916,1.1,0.59,white
7,0.24,12.9,0.032,0.98889,1.3,0.64,white
7,0.145,11.8,0.042,0.99012,1.1,0.37,white
6,0.435,9.1,0.058,0.99833,9.2,0.54,white
7,0.18,12.7,0.036,0.98853,1.2,0.49,white
6,0.18,12,0.036,0.98942,1.1,0.48,white
6,0.32,11.2,0.043,0.99266,8.3,0.47,white
7,0.16,12.4,0.042,0.98962,1.8,0.75,white
5,0.21,10.4,0.047,0.99168,1.4,0.49,white
5,0.29,10.4,0.05,0.9968,15.7,0.54,white
6,0.26,12.7,0.04,0.98934,4.35,0.5,white
7,0.26,12.5,0.039,0.98995,1.8,0.52,white
6,0.17,12,0.037,0.991,1.6,0.5,white
6,0.17,11.6,0.047,0.99152,2,0.51,white
7,0.25,12.6,0.035,0.99048,5,0.38,white
5,0.17,10.2,0.042,0.99204,1.8,0.42,white
7,0.17,10.4,0.036,0.99202,1.3,0.68,white
5,0.24,11.5,0.038,0.9906,1,0.42,white
6,0.21,11,0.049,0.99091,1.4,0.5,white
6,0.23,10.1,0.048,0.99472,8.1,0.52,white
6,0.23,10.5,0.046,0.99452,8.6,0.52,white
7,0.22,12.1,0.059,0.99177,3.7,0.41,white
6,0.165,9.9,0.047,0.9934,5.7,0.55,white
6,0.425,11.4,0.034,0.99082,2.35,0.41,white
6,0.38,9.5,0.048,0.99784,13.65,0.6,white
6,0.38,9.5,0.048,0.99784,13.65,0.6,white
6,0.38,9.5,0.048,0.99784,13.65,0.6,white
6,0.27,10.9,0.046,0.99665,15.2,0.39,white
6,0.17,9.5,0.05,0.99422,4.6,0.47,white
6,0.3,12.6,0.048,0.98999,1.2,0.54,white
6,0.17,9.5,0.05,0.99422,4.6,0.47,white
5,0.26,11.1,0.059,0.99254,6.65,0.42,white
7,0.36,9.5,0.048,0.99782,13.55,0.6,white
6,0.38,9.5,0.048,0.99784,13.65,0.6,white
6,0.18,10.6,0.058,0.9952,9.8,0.51,white
6,0.18,10.6,0.057,0.99519,10.3,0.5,white
6,0.16,10.8,0.055,0.99384,6.7,0.52,white
6,0.27,10.9,0.046,0.99665,15.2,0.39,white
6,0.17,9.9,0.047,0.99596,9.9,0.5,white
6,0.22,11.3,0.06,0.9935,7.2,0.59,white
6,0.22,12.6,0.034,0.98862,1.1,0.38,white
6,0.36,12.5,0.034,0.99151,8.3,0.39,white
6,0.43,12.4,0.032,0.9922,11.25,0.38,white
7,0.2,11.8,0.038,0.99426,12.8,0.57,white
6,0.32,12.2,0.026,0.99168,9.65,0.53,white
6,0.2,10.7,0.048,0.99556,12.6,0.37,white
7,0.22,11.3,0.033,0.99356,12.2,0.42,white
6,0.36,12.5,0.034,0.99151,8.3,0.39,white
6,0.43,12.4,0.032,0.9922,11.25,0.38,white
7,0.18,11.3,0.033,0.99072,1.3,0.53,white
6,0.17,9.9,0.047,0.99596,9.9,0.5,white
6,0.22,11.3,0.06,0.9935,7.2,0.59,white
6,0.22,12.6,0.034,0.98862,1.1,0.38,white
6,0.2,11.5,0.033,0.98954,1.1,0.38,white
7,0.2,12.3,0.033,0.99076,4.8,0.49,white
6,0.3,12.2,0.032,0.9889,1.1,0.42,white
6,0.29,13.2,0.033,0.98794,1.4,0.43,white
6,0.18,10.2,0.041,0.99207,1.7,0.45,white
7,0.22,11.5,0.039,0.99355,10.6,0.55,white
6,0.29,13.2,0.033,0.98794,1.4,0.43,white
6,0.3,12.2,0.032,0.9889,1.1,0.42,white
6,0.15,11,0.051,0.99336,5.55,0.5,white
7,0.28,13.2,0.034,0.98882,2.1,0.43,white
5,0.19,9.5,0.045,0.99341,1.7,0.44,white
6,0.22,10.2,0.047,0.997,9,0.53,white
6,0.18,10.2,0.041,0.99207,1.7,0.45,white
6,0.4,11.4,0.05,0.99174,1.8,0.55,white
8,0.28,12.5,0.03,0.99042,4.7,0.42,white
5,0.36,9.2,0.046,0.9984,11.3,0.43,white
7,0.28,12.1,0.04,0.99111,3.6,0.48,white
7,0.19,10.7,0.045,0.9933,6.9,0.44,white
7,0.28,12.1,0.04,0.99111,3.6,0.48,white
6,0.22,11.2,0.046,0.99316,4.9,0.55,white
6,0.23,10.6,0.044,0.9946,6.95,0.56,white
6,0.32,11.8,0.037,0.99,1.9,0.45,white
8,0.28,12.5,0.03,0.99042,4.7,0.42,white
5,0.36,9.2,0.046,0.9984,11.3,0.43,white
6,0.39,12.6,0.096,0.99016,1.8,0.54,white
7,0.24,12.8,0.026,0.99381,11.3,0.55,white
6,0.29,12.3,0.026,0.99144,8.2,0.37,white
8,0.28,12.3,0.026,0.99139,8.3,0.38,white
6,0.38,12.4,0.036,0.9919,9.55,0.37,white
6,0.28,12.3,0.03,0.99192,8.4,0.42,white
5,0.25,9.1,0.048,0.99576,7.8,0.53,white
5,0.26,9.1,0.047,0.9958,7.8,0.54,white
6,0.29,10.6,0.032,0.9951,10.2,0.47,white
6,0.19,10.3,0.042,0.99304,5.5,0.47,white
5,0.33,9.5,0.052,0.99657,7.8,0.65,white
6,0.32,11.1,0.037,0.99268,7.4,0.49,white
6,0.46,10.8,0.054,0.99392,3.3,0.51,white
5,0.19,11.2,0.028,0.99242,5,0.47,white
6,0.46,10.8,0.054,0.99392,3.3,0.51,white
5,0.27,11.4,0.024,0.9925,5,0.49,white
6,0.18,11.2,0.034,0.99092,1.3,0.52,white
6,0.15,10.2,0.037,0.99137,1.2,0.5,white
6,0.32,11.1,0.037,0.99268,7.4,0.49,white
5,0.33,9.5,0.052,0.99657,7.8,0.65,white
6,0.32,10.2,0.041,0.99642,9.9,0.49,white
3,0.23,11,0.051,0.9916,0.7,0.43,white
7,0.3,11.5,0.032,0.99458,4.6,0.45,white
6,0.14,9.8,0.036,0.99373,5.6,0.57,white
6,0.24,10.1,0.042,0.99586,9.5,0.51,white
6,0.21,8.8,0.05,0.99942,14.8,0.75,white
7,0.3,11.5,0.032,0.99458,4.6,0.45,white
7,0.3,12.7,0.031,0.9895,2.1,0.43,white
6,0.37,9.8,0.032,0.9963,11.6,0.51,white
4,0.64,12.9,0.03,0.9892,1.2,0.6,white
6,0.37,9.8,0.032,0.9963,11.6,0.51,white
7,0.3,12.7,0.031,0.9895,2.1,0.43,white
5,0.28,8.5,0.06,1.00196,20.15,0.44,white
8,0.29,12.7,0.059,0.99036,4.7,0.56,white
8,0.28,13.1,0.026,0.989,4.3,0.64,white
5,0.18,9.1,0.051,0.99947,14.5,0.78,white
6,0.32,12.5,0.034,0.9916,4.9,0.71,white
6,0.17,9.1,0.047,0.99945,14.55,0.78,white
6,0.17,9.1,0.047,0.99945,14.55,0.78,white
6,0.24,11.2,0.039,0.99375,10.05,0.5,white
6,0.32,12.5,0.034,0.9916,4.9,0.71,white
5,0.18,9.1,0.051,0.99947,14.5,0.78,white
6,0.17,9.1,0.047,0.99945,14.55,0.78,white
6,0.18,9.1,0.047,0.99946,15.25,0.77,white
5,0.29,11.5,0.044,0.99153,3.15,0.35,white
7,0.255,12.9,0.037,0.98834,1.3,0.59,white
6,0.34,12.5,0.076,0.99138,5.2,0.39,white
6,0.24,12.3,0.034,0.98928,1.1,0.33,white
6,0.24,11.4,0.041,0.99246,7.1,0.85,white
5,0.4,9.4,0.052,0.99576,8.8,0.45,white
5,0.3,9.1,0.057,0.99956,18.5,0.53,white
5,0.4,9.4,0.052,0.99576,8.8,0.45,white
5,0.17,12,0.04,0.99026,1.4,0.66,white
5,0.25,11.1,0.04,0.99174,1.2,0.53,white
7,0.27,11.8,0.035,0.99058,5,0.33,white
6,0.16,11.4,0.042,0.9905,1.6,0.32,white
5,0.3,9.1,0.057,0.99956,18.75,0.53,white
8,0.15,12.1,0.033,0.99192,6,0.71,white
6,0.34,10.4,0.057,0.99554,9.4,0.44,white
6,0.17,9.2,0.044,0.99536,9.7,0.36,white
7,0.47,13,0.034,0.99056,4.75,0.46,white
8,0.15,12.1,0.033,0.99192,6,0.71,white
7,0.21,11.5,0.029,0.99112,5.35,0.43,white
7,0.21,11.5,0.029,0.99112,5.35,0.43,white
5,0.24,10,0.047,0.99616,6.8,0.7,white
6,0.34,11.1,0.038,0.99266,6.9,0.49,white
5,0.54,12.4,0.033,0.98918,1.4,0.35,white
6,0.23,12.2,0.031,0.98926,0.9,0.38,white
5,0.39,10.6,0.042,0.99114,1.2,0.52,white
7,0.105,11.1,0.037,0.9912,1.3,0.41,white
7,0.32,13.9,0.027,0.98936,2.6,0.78,white
6,0.22,9.2,0.056,0.9983,12,0.3,white
6,0.19,10.5,0.055,0.99532,9.85,0.56,white
8,0.24,11.3,0.042,0.99189,3.85,0.59,white
6,0.17,12.9,0.04,0.99,2,0.45,white
7,0.3,12.9,0.035,0.98914,1.6,0.39,white
5,0.29,9.6,0.046,0.99537,7.8,0.51,white
6,0.19,12.9,0.04,0.99,1.9,0.45,white
6,0.17,12.9,0.04,0.99,2,0.45,white
5,0.24,8.8,0.047,0.99742,10.3,0.45,white
8,0.16,13.2,0.031,0.98884,1.1,0.34,white
6,0.22,9.2,0.056,0.9983,12,0.3,white
8,0.24,11.3,0.042,0.99189,3.85,0.59,white
6,0.19,10.5,0.055,0.99532,9.85,0.56,white
6,0.16,10.5,0.045,0.99284,2,0.59,white
8,0.3,12.6,0.038,0.99026,4,0.6,white
6,0.22,9.5,0.064,0.99297,1.1,0.5,white
6,0.36,9.8,0.06,0.99711,10.4,0.56,white
8,0.37,13.4,0.032,0.98934,6.1,0.26,white
7,0.31,11.8,0.037,0.9913,1.8,0.44,white
6,0.36,9.8,0.06,0.99711,10.4,0.56,white
7,0.32,13.1,0.039,0.98964,4.7,0.57,white
8,0.3,12.6,0.038,0.99026,4,0.6,white
5,0.22,10.4,0.047,0.992,1.1,0.45,white
8,0.45,13.4,0.033,0.98944,6.4,0.27,white
7,0.36,13,0.035,0.99031,8.15,0.27,white
8,0.37,13.4,0.032,0.98934,6.1,0.26,white
7,0.21,10.2,0.056,0.99393,4.8,0.52,white
6,0.28,11.7,0.039,0.9904,1.2,0.39,white
6,0.22,9.5,0.064,0.99297,1.1,0.5,white
6,0.2,11.7,0.036,0.99088,1.4,0.46,white
8,0.28,11.4,0.041,0.99254,7.4,0.47,white
7,0.31,11.8,0.037,0.9913,1.8,0.44,white
6,0.2,11.2,0.057,0.99158,1,0.32,white
7,0.28,13,0.036,0.99408,15.5,0.44,white
7,0.28,13,0.036,0.99408,15.5,0.44,white
6,0.24,10.9,0.042,0.99473,8.4,0.52,white
7,0.22,11.6,0.042,0.98998,2.4,0.37,white
7,0.24,11.3,0.038,0.99146,3.95,0.54,white
6,0.43,12,0.032,0.99742,19.95,0.5,white
6,0.3,10.5,0.052,0.99273,2,0.53,white
7,0.33,13.1,0.036,0.98922,3,0.4,white
7,0.28,13,0.036,0.99408,15.5,0.44,white
6,0.24,10.9,0.042,0.99473,8.4,0.52,white
5,0.29,9.1,0.054,0.99869,14.3,0.57,white
7,0.33,13.4,0.04,0.9896,4.2,0.48,white
7,0.16,11.5,0.029,0.99108,1.4,0.64,white
7,0.2,11.2,0.031,0.99134,3,0.68,white
6,0.33,10.9,0.042,0.99385,4.9,0.57,white
7,0.36,13.5,0.036,0.98936,2.4,0.44,white
5,0.29,9.1,0.054,0.99869,14.3,0.57,white
6,0.26,9.9,0.046,0.99606,10.7,0.55,white
6,0.22,10.5,0.041,0.99508,11,0.56,white
7,0.19,11.7,0.046,0.99038,1.4,0.51,white
6,0.21,11,0.043,0.99158,1.2,0.68,white
6,0.35,13,0.032,0.9932,12.9,0.43,white
6,0.38,13.6,0.03,0.99164,10.8,0.41,white
7,0.19,12.3,0.031,0.98987,1.3,0.62,white
7,0.33,13.3,0.044,0.98947,2,0.53,white
7,0.29,13.7,0.036,0.98819,1.8,0.42,white
5,0.2,11.1,0.05,0.99133,1.2,0.52,white
7,0.33,13.4,0.038,0.99143,7.5,0.43,white
5,0.23,9.1,0.048,0.99571,9.7,0.3,white
7,0.23,11.3,0.038,0.99139,3.8,0.5,white
5,0.32,9.4,0.048,0.99537,7.2,0.46,white
5,0.23,9.1,0.048,0.99571,9.7,0.3,white
6,0.36,11.6,0.028,0.99186,6.3,0.4,white
6,0.36,11.6,0.028,0.99186,6.3,0.4,white
6,0.27,12.4,0.024,0.98984,0.8,0.35,white
6,0.23,9.8,0.053,0.9963,8.6,0.32,white
4,0.75,11.1,0.036,0.99312,6.3,0.25,white
7,0.35,13.1,0.034,0.9897,3.1,0.38,white
5,0.31,9.7,0.046,0.9955,7.2,0.53,white
5,0.28,9.2,0.048,0.99528,7.1,0.48,white
6,0.23,11.7,0.036,0.99279,6.4,0.78,white
6,0.22,10.6,0.045,0.99704,14.7,0.37,white
5,0.31,9.7,0.046,0.9955,7.2,0.53,white
5,0.28,9.2,0.048,0.99528,7.1,0.48,white
6,0.24,10.9,0.032,0.9914,1.9,0.39,white
5,0.27,10.1,0.146,0.99224,1.2,0.51,white
7,0.28,12.2,0.029,0.99074,4.8,0.44,white
6,0.27,12.7,0.031,0.98892,1.2,0.33,white
6,0.28,13,0.024,0.98959,3.4,0.37,white
6,0.26,11.2,0.03,0.99212,4.3,0.33,white
6,0.23,9.4,0.036,0.99576,8.5,0.48,white
6,0.33,11,0.031,0.9919,1.8,0.53,white
6,0.33,11,0.031,0.9919,1.8,0.53,white
6,0.2,9.2,0.039,1.00037,19.5,0.48,white
6,0.23,9.4,0.036,0.99576,8.5,0.48,white
6,0.2,9.2,0.039,1.00037,19.9,0.48,white
6,0.47,12.3,0.029,0.992,8.3,0.45,white
6,0.33,11,0.031,0.9919,1.8,0.53,white
6,0.14,10,0.022,0.99218,1.1,0.67,white
6,0.22,9,0.044,0.99855,16.65,0.48,white
6,0.22,9,0.044,0.99855,16.65,0.48,white
6,0.22,9,0.044,0.99855,16.65,0.48,white
6,0.2,11.1,0.023,0.99062,0.9,0.36,white
6,0.14,9.9,0.042,0.99362,6.1,0.6,white
7,0.21,12.2,0.037,0.99324,10.2,0.48,white
6,0.2,11.1,0.023,0.99062,0.9,0.36,white
6,0.22,9,0.044,0.99855,16.65,0.48,white
4,0.34,11.8,0.031,0.99098,3.85,0.36,white
6,0.64,12.9,0.032,0.99036,4.4,0.62,white
5,0.48,9,0.05,0.99398,4.5,0.35,white
6,0.37,12.4,0.028,0.9903,3.2,0.33,white
5,0.48,9,0.05,0.99398,4.5,0.35,white
6,0.64,12.9,0.032,0.99036,4.4,0.62,white
6,0.25,11.2,0.036,0.99406,9.7,0.36,white
6,0.38,12.6,0.029,0.9906,4.2,0.41,white
6,0.26,11.5,0.031,0.99089,4.2,0.39,white
7,0.15,11.3,0.035,0.99096,1.1,0.72,white
6,0.25,11.2,0.036,0.99406,9.7,0.36,white
6,0.26,11.5,0.031,0.99089,4.2,0.39,white
4,0.655,10.5,0.033,0.9936,5.6,0.51,white
6,0.38,12.6,0.029,0.9906,4.2,0.41,white
6,0.31,11.9,0.027,0.9911,1.6,0.48,white
6,0.17,10.1,0.036,0.99396,1.6,0.52,white
7,0.18,11,0.027,0.99089,1.1,0.45,white
5,0.28,10.6,0.048,0.9968,14.6,0.56,white
7,0.23,11.3,0.035,0.99138,2.6,0.59,white
4,0.22,11.2,0.038,0.99098,1.2,0.37,white
7,0.25,11.5,0.028,0.99238,7.25,0.37,white
5,0.3,11.1,0.026,0.99244,6.55,0.35,white
7,0.26,12.8,0.023,0.99176,7,0.49,white
6,0.32,12.3,0.037,0.98993,1.5,0.46,white
6,0.24,10.4,0.041,0.9929,1.4,0.53,white
7,0.25,11.5,0.028,0.99238,7.25,0.37,white
7,0.24,11.7,0.032,0.98988,1,0.37,white
7,0.28,10.7,0.044,0.992,4.2,0.44,white
6,0.19,9.5,0.042,0.99784,17.5,0.5,white
6,0.19,9.5,0.042,0.99784,17.5,0.5,white
6,0.19,9.5,0.042,0.99784,17.5,0.5,white
7,0.19,12,0.037,0.99006,1.5,0.68,white
5,0.28,10.8,0.053,0.99211,1.3,0.45,white
7,0.28,10.7,0.043,0.99202,3.9,0.44,white
7,0.28,10.7,0.044,0.992,4.2,0.44,white
7,0.19,10.7,0.049,0.99332,7.6,0.44,white
7,0.16,12.1,0.031,0.98958,1,0.4,white
7,0.17,11.9,0.034,0.98939,1.1,0.52,white
6,0.19,10.8,0.042,0.99492,11.8,0.37,white
7,0.2,12.3,0.033,0.99043,1.4,0.56,white
6,0.39,9.4,0.053,0.99787,9.7,0.57,white
6,0.12,9.9,0.049,0.99654,12.9,0.35,white
7,0.295,10.4,0.039,0.99304,1.6,0.61,white
6,0.26,10.4,0.038,0.9952,7.2,0.6,white
7,0.32,12.6,0.027,0.99165,7.1,0.6,white
6,0.36,12.5,0.017,0.9892,1.9,0.36,white
5,0.35,9.4,0.056,0.99628,8.8,0.47,white
5,0.38,9.2,0.047,0.99604,7.2,0.6,white
6,0.14,11.2,0.047,0.99164,1.4,0.54,white
6,0.16,9.2,0.044,0.998,14.3,0.46,white
6,0.16,9.2,0.044,0.998,14.3,0.46,white
5,0.35,9.4,0.056,0.99628,8.8,0.47,white
6,0.14,11.2,0.047,0.99164,1.4,0.54,white
6,0.16,10.8,0.046,0.99226,1.8,0.55,white
6,0.16,9.2,0.044,0.998,14.3,0.46,white
5,0.38,9.2,0.047,0.99604,7.2,0.6,white
6,0.24,12.5,0.037,0.98914,1.2,0.36,white
5,0.32,9.3,0.041,0.99794,11.8,0.54,white
5,0.29,11.4,0.041,0.99048,0.9,0.5,white
7,0.27,10,0.044,0.99726,12.6,0.56,white
6,0.45,10.6,0.031,1.00295,26.05,0.42,white
7,0.2,10.7,0.04,0.99278,4.7,0.75,white
7,0.27,10,0.044,0.99726,12.6,0.56,white
6,0.24,12.5,0.037,0.98914,1.2,0.36,white
6,0.45,10.6,0.031,1.00295,26.05,0.42,white
7,0.36,12.8,0.029,0.99054,6.1,0.27,white
5,0.32,9.3,0.041,0.99794,11.8,0.54,white
5,0.29,11.4,0.041,0.99048,0.9,0.5,white
5,0.37,9.5,0.117,0.99459,5.6,0.43,white
6,0.38,9.5,0.117,0.99459,5.3,0.43,white
6,0.36,9.5,0.118,0.9946,5.7,0.43,white
6,0.3,10.8,0.036,0.99362,8,0.38,white
6,0.3,10.8,0.036,0.99362,8,0.38,white
6,0.21,8.8,0.045,0.99966,17.6,0.47,white
6,0.3,10.8,0.036,0.99362,8,0.38,white
7,0.31,11,0.021,0.99442,8.8,0.38,white
6,0.58,12.4,0.02,0.98918,1.5,0.38,white
7,0.26,11.3,0.02,0.99089,1.4,0.75,white
7,0.3,11.2,0.018,0.99474,4.8,0.49,white
7,0.29,12.5,0.014,0.99008,2.4,0.66,white
6,0.13,10,0.017,0.99348,3.7,0.44,white
6,0.19,11,0.047,0.99283,4.9,0.56,white
6,0.25,10.5,0.052,0.99398,5.7,0.88,white
6,0.25,10.5,0.052,0.99398,5.7,0.88,white
6,0.19,11,0.047,0.99283,4.9,0.56,white
7,0.24,11.4,0.046,0.9908,2,0.54,white
6,0.18,11.3,0.039,0.99165,5.1,0.44,white
7,0.33,12.2,0.031,0.99076,4.5,0.52,white
7,0.29,12.6,0.037,0.98942,3.2,0.66,white
5,0.31,11.1,0.032,0.99244,6.65,0.37,white
6,0.29,12.3,0.035,0.99058,1.6,0.47,white
4,0.19,10.4,0.037,0.99255,4,0.59,white
6,0.32,8.8,0.06,0.99916,17.75,0.48,white
6,0.085,9.5,0.036,0.99306,1.4,0.61,white
6,0.32,8.8,0.06,0.99916,17.75,0.48,white
6,0.18,10.4,0.047,0.99498,7.2,0.44,white
7,0.52,13,0.038,0.99,5.7,0.27,white
7,0.28,12.2,0.03,0.99338,8.5,0.46,white
8,0.15,10.5,0.035,0.99456,11.4,0.34,white
7,0.275,10.8,0.043,0.9926,5.4,0.42,white
8,0.53,13.2,0.036,0.98856,2.7,0.53,white
8,0.32,13,0.032,0.98946,4.3,0.57,white
6,0.22,10,0.049,0.99346,1.2,0.47,white
4,0.6,10.4,0.05,0.99268,1.8,0.48,white
6,0.26,12.4,0.034,0.98944,1.3,0.54,white
8,0.29,12.9,0.035,0.98976,5.7,0.34,white
8,0.53,13.2,0.036,0.98856,2.7,0.53,white
7,0.21,10.5,0.038,0.99523,11.7,0.56,white
8,0.32,13,0.032,0.98946,4.3,0.57,white
5,0.27,11.2,0.03,0.99402,11,0.36,white
7,0.37,12.7,0.029,0.98916,1.6,0.55,white
6,0.21,9.4,0.044,0.99655,11.6,0.52,white
7,0.3,12.9,0.025,0.99071,6.2,0.32,white
8,0.41,13,0.032,0.98889,1.8,0.35,white
7,0.3,13.6,0.029,0.98742,1.2,0.4,white
5,0.34,9.1,0.053,0.99336,1,0.55,white
6,0.25,10.4,0.049,0.992,2.4,0.43,white
7,0.3,13.6,0.029,0.98742,1.2,0.4,white
6,0.58,12.2,0.032,0.99275,8.2,0.44,white
5,0.23,8.7,0.085,1.00044,18.8,0.51,white
7,0.2,10.5,0.037,0.99444,9.6,0.37,white
6,0.15,10.2,0.044,0.99742,12.9,0.78,white
8,0.22,12.5,0.027,0.99228,9.2,0.34,white
7,0.16,11.3,0.051,0.99058,1.2,0.75,white
6,0.15,10.2,0.044,0.99742,12.9,0.78,white
7,0.31,12.6,0.028,0.99164,8,0.63,white
6,0.15,10.2,0.044,0.99742,12.9,0.78,white
5,0.3,9.8,0.087,0.99438,1.6,0.5,white
5,0.16,10.8,0.03,0.99402,12,0.34,white
6,0.21,12.5,0.04,0.99128,2.5,0.56,white
8,0.22,12.5,0.027,0.99228,9.2,0.34,white
7,0.21,11.5,0.027,0.991,4.4,0.31,white
6,0.22,11.4,0.027,0.9931,8.8,0.41,white
7,0.2,10.5,0.037,0.99444,9.6,0.37,white
7,0.31,12.6,0.028,0.99164,8,0.63,white
5,0.23,8.7,0.085,1.00044,18.8,0.51,white
6,0.15,11,0.053,0.99112,1.3,0.68,white
7,0.16,11.3,0.051,0.99058,1.2,0.75,white
6,0.15,10.2,0.044,0.99742,12.9,0.78,white
6,0.22,11.6,0.036,0.98961,1.2,0.74,white
5,0.3,9.8,0.087,0.99438,1.6,0.5,white
5,0.3,10.1,0.076,0.99344,1.5,0.52,white
5,0.26,9.2,0.05,0.99904,18.15,0.5,white
6,0.24,9.1,0.05,0.99884,13.1,0.53,white
6,0.24,9.1,0.05,0.99884,13.1,0.53,white
6,0.24,9.1,0.05,0.99884,13.1,0.53,white
6,0.24,9.1,0.05,0.99884,13.1,0.53,white
6,0.15,11.7,0.037,0.98949,1,0.5,white
6,0.34,12.6,0.041,0.99014,1.6,0.44,white
5,0.35,9,0.088,0.99786,11.8,0.47,white
5,0.31,10.1,0.039,0.99206,1.4,0.44,white
5,0.67,13.6,0.02,0.98722,1,0.34,white
6,0.24,9.1,0.05,0.99884,13.1,0.53,white
5,0.2,9.2,0.045,0.99666,10.6,0.54,white
5,0.28,8.8,0.049,0.99754,10.4,0.51,white
4,0.18,10,0.028,0.99272,1.1,0.36,white
6,0.35,9.1,0.036,0.99712,7.4,0.48,white
5,0.22,11.2,0.041,0.99104,1.2,0.35,white
6,0.18,9.2,0.053,0.99373,3.4,0.52,white
5,0.26,9.2,0.05,0.99904,18.15,0.5,white
5,0.3,9.5,0.038,0.9956,8,0.48,white
7,0.34,11.9,0.024,0.99095,2.5,0.6,white
5,0.3,9.8,0.068,0.99382,2,0.62,white
5,0.31,9.8,0.069,0.99382,2,0.62,white
7,0.265,10.8,0.036,0.99299,6.9,0.44,white
6,0.255,11.3,0.051,0.99048,1.2,0.66,white
6,0.26,12.1,0.028,0.99254,9.4,0.34,white
7,0.17,11.3,0.03,0.9902,2.9,0.34,white
7,0.265,10.8,0.036,0.99299,6.9,0.44,white
7,0.2,13.5,0.028,0.99012,5.4,0.41,white
5,0.28,10.3,0.044,0.99293,1.3,0.45,white
6,0.22,9,0.035,1.00022,20.8,0.53,white
6,0.34,11.6,0.041,0.99382,10.3,0.35,white
5,0.28,10.3,0.044,0.99293,1.3,0.45,white
6,0.19,12.5,0.029,0.98954,1.6,0.68,white
5,0.21,8.6,0.042,0.99936,13.1,0.45,white
6,0.22,13.4,0.16,0.9884,1.8,0.33,white
4,0.32,12.7,0.026,0.99144,8,0.79,white
5,0.21,9.2,0.167,0.99324,1.6,0.51,white
6,0.26,10.2,0.034,0.99174,1.4,0.35,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
7,0.15,9,0.051,0.99792,14.7,0.39,white
5,0.27,11.9,0.04,0.99043,1.8,0.4,white
